credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1,debt_consolidation,0.1347,508.84,11.12726298,10.69,692,1710.0,14045,85.6,1,0,0,0
1,credit_card,0.1083,244.94,11.40756495,20.91,747,5641.0,120338,47.5,0,0,0,0
1,debt_consolidation,0.1183,530.15,10.62609644,10.75,727,3209.958333,16849,39.8,2,0,0,0
1,home_improvement,0.0932,191.69,9.85198371,17.94,737,7262.0,8962,40.7,1,0,0,0
0,all_other,0.1774,432.26,10.27642947,11.36,682,5671.041667,13328,93.9,7,0,1,0
0,credit_card,0.1438,42.96,9.210340372,5.64,632,660.0,1269,105.7,1,0,0,0
1,debt_consolidation,0.1158,495.21,11.51292546,22.37,727,3652.0,16386,62.0,0,0,0,0
1,major_purchase,0.1357,67.94,10.49127422,7.83,667,3509.958333,1790,34.4,0,0,0,0
1,all_other,0.0859,37.94,11.51292546,0.53,757,3990.0,0,0.0,1,0,0,0
1,credit_card,0.0832,156.64,10.71441777,11.04,767,7439.958333,15862,53.8,0,0,0,0
1,debt_consolidation,0.1287,524.68,10.62132735,22.04,707,3630.0,15556,81.4,0,0,0,0
1,credit_card,0.1367,217.72,11.612770800000002,24.03,667,4739.958333,36475,92.3,3,0,0,0
1,debt_consolidation,0.1218,599.4,11.52781408,9.28,722,5190.041667,10433,45.8,0,0,1,0
1,small_business,0.0963,513.51,11.69524702,2.5,802,12330.0,8823,7.4,1,0,0,0
0,debt_consolidation,0.1287,336.34,11.51288546,15.29,707,3060.0,6386,24.2,4,0,0,0
1,home_improvement,0.0932,319.47,10.87812266,9.26,762,2160.0,3391,9.2,1,0,0,0
1,debt_consolidation,0.1316,364.72,10.73630972,19.05,692,3990.0,13067,89.5,1,0,0,0
1,credit_card,0.0945,150.45,11.08214255,11.13,717,5208.0,16724,41.7,0,0,0,0
1,debt_consolidation,0.1392,564.12,11.15625052,14.09,692,5340.041667,17357,83.9,1,0,0,0
1,debt_consolidation,0.1533,644.33,11.00209984,11.2,732,4391.0,4978,99.6,0,0,0,0
1,small_business,0.08,156.69,9.472704636,16.8,762,3660.0,1970,7.5,0,0,0,0
1,all_other,0.0774,218.54,10.16585182,4.29,772,4770.041667,0,0.0,0,0,0,0
1,debt_consolidation,0.1739,358.48,10.87804719,22.35,672,14580.0,19099,99.0,1,0,1,0
0,debt_consolidation,0.1551,230.45,11.98292909,25.11,692,5159.0,127093,76.6,2,0,0,0
1,debt_consolidation,0.1357,271.75,10.65725935,24.99,697,1800.0,6382,74.2,1,0,0,0
0,all_other,0.1217,99.89,10.21200113,14.85,662,2820.0,0,0.0,31,0,1,0
1,home_improvement,0.1134,329.0,11.22524339,14.8,712,2970.0,23623,45.7,3,0,0,0
1,debt_consolidation,0.1071,208.65,10.91508846,6.11,697,3689.958333,14971,46.8,0,0,0,0
1,all_other,0.0963,385.14,11.00209984,4.32,752,6840.041667,3428,6.1,0,0,0,0
1,credit_card,0.0768,109.17,10.30895266,2.52,762,3840.0,2096,46.6,0,0,0,0
1,all_other,0.1039,811.27,11.51292546,7.25,737,3780.0,0,0.0,2,1,0,0
1,all_other,0.1183,132.54,10.71441777,23.95,762,4199.958333,0,0.0,0,0,0,0
1,debt_consolidation,0.1669999999999999,142.01,9.574983486,0.0,662,1800.0,0,0.0,0,4,0,0
1,all_other,0.0705,247.2,11.22524339,1.73,807,6810.041667,3248,6.1,1,0,0,0
1,debt_consolidation,0.1095,98.15,10.40426284,7.42,712,5562.0,6630,39.2,3,0,0,0
1,major_purchase,0.0859,221.28,10.81977828,6.17,742,4272.958333,6881,28.2,0,0,0,0
1,debt_consolidation,0.1531,163.64,9.862665558,8.56,677,1920.0,1089,90.7,0,1,0,0
0,small_business,0.1663,115.28,8.987196821,6.3,707,660.0,0,0.0,2,0,0,0
1,all_other,0.0774,280.97,11.23843599,11.84,772,7440.041667,9910,15.3,1,0,0,0
1,all_other,0.1253,334.67,9.980448594,4.72,727,1200.041667,2638,11.5,2,0,0,0
1,debt_consolidation,0.1426,754.73,11.00209984,21.34,702,3360.041667,35236,69.1,2,0,0,0
1,home_improvement,0.1114,131.22,10.96819829,5.86,717,4230.041667,823,5.1,0,0,0,0
1,educational,0.1148,118.69,9.903687533,3.6,722,1530.0,3475,21.6,2,0,0,0
1,home_improvement,0.074,62.12,10.69194491,4.53,787,4770.0,706,1.4,1,0,0,0
1,debt_consolidation,0.1183,662.68,11.76756768,16.51,732,5699.958333,23727,31.3,0,0,0,0
0,credit_card,0.1407,61.58,9.229358378,5.06,637,750.0,2925,97.5,1,0,0,0
1,credit_card,0.1218,499.5,11.03488966,20.69,727,7355.0,126,2.2,2,0,0,0
1,debt_consolidation,0.1221,333.15,10.93310697,12.64,702,7500.0,5745,35.9,2,0,1,0
1,all_other,0.0832,94.46,10.1266311,1.54,727,2010.041667,1235,28.7,0,0,0,0
1,credit_card,0.0932,159.74,11.05089001,13.79,737,3630.0,5163,28.1,1,0,0,0
1,debt_consolidation,0.16,316.42,10.59653473,15.75,662,2640.041667,13072,90.2,0,0,0,0
0,home_improvement,0.1322,405.61,10.89673933,20.91,697,3371.0,4114,36.4,4,0,0,0
1,all_other,0.0768,124.77,10.49957302,0.93,742,1919.958333,1410,67.1,0,0,0,0
1,debt_consolidation,0.1114,393.65,11.28978191,2.85,757,3480.041667,31183,72.5,3,0,0,0
1,educational,0.1183,662.68,11.51292546,6.72,737,3041.041667,4070,19.5,0,0,0,0
0,major_purchase,0.1355,122.26,10.77895629,12.05,652,4139.041667,4397,84.6,1,0,1,0
1,debt_consolidation,0.1284,504.27,10.71441777,6.59,717,2040.041667,12644,30.8,3,0,0,0
0,all_other,0.1474,518.06,11.22524339,15.49,677,2430.0,7151,45.0,4,0,0,0
1,all_other,0.1287,840.83,10.93310697,9.96,717,4478.0,9880,72.1,0,0,0,0
1,all_other,0.1025,712.47,11.23445167,15.46,762,5580.041667,17346,18.6,0,0,0,0
1,debt_consolidation,0.16,682.06,11.77528973,12.6,672,4771.041667,8907,26.7,3,1,0,0
1,educational,0.0832,191.27,11.51292546,7.87,757,10470.0,8681,23.2,0,0,0,0
1,home_improvement,0.1531,870.39,12.22587527,7.21,697,5101.0,28406,45.0,0,0,0,0
1,debt_consolidation,0.1304,269.71,10.74720759,5.7,677,8249.958333,8033,73.0,0,0,0,0
1,home_improvement,0.08,156.69,10.59663473,5.7,762,9599.958333,7755,10.8,3,0,0,0
1,debt_consolidation,0.1191,215.62,10.16600565,21.97,707,2280.0,7552,98.1,1,0,0,0
0,credit_card,0.1347,339.23,11.28978191,14.2,692,4560.0,126402,68.9,2,0,0,0
1,debt_consolidation,0.1025,453.39,11.04292184,15.27,722,4500.041667,6485,37.5,2,0,0,0
1,all_other,0.1218,116.55,11.8277362,13.53,692,7500.041667,10930,79.8,1,1,0,0
1,major_purchase,0.0932,281.14,10.07744086,2.37,782,4229.958333,1483,5.3,2,0,0,0
1,credit_card,0.1062,618.64,11.28978191,13.29,737,5070.0,14462,36.1,1,0,0,0
1,small_business,0.2121,755.69,11.24895992,5.72,672,1440.0,500,83.3,1,0,0,0
1,debt_consolidation,0.1221,666.3,11.51292546,8.89,722,5400.0,20636,22.6,2,1,0,0
0,credit_card,0.1726,143.14,10.30895266,8.96,717,1979.958333,8315,27.7,10,0,0,0
1,debt_consolidation,0.1099,327.36,11.15625052,6.69,712,6030.041667,12529,67.7,0,0,0,0
1,credit_card,0.1134,39.48,9.798127037,21.13,697,2070.0,3918,72.6,1,0,0,0
0,educational,0.0933,31.96,9.878169745,0.92,692,360.0,362,25.9,0,0,0,0
0,all_other,0.1474,103.62,11.03495418,22.08,662,4919.958333,25277,77.8,5,0,0,0
1,credit_card,0.08,90.88,9.852194258,6.32,737,2981.0,4385,24.0,0,0,0,0
0,credit_card,0.1197,481.4,11.77528973,10.85,682,5071.0,966,13.1,5,0,0,0
1,debt_consolidation,0.1189,464.3,10.37349118,17.81,737,5790.0,4577,16.2,2,0,0,0
1,debt_consolidation,0.1425,685.99,10.77895629,2.1,672,3870.041667,19892,83.6,2,0,0,0
1,credit_card,0.0894,476.58,11.00209984,16.16,772,7830.0,25415,27.6,2,0,0,0
1,debt_consolidation,0.1186,99.44,10.49551521,7.47,667,2550.0,1064,70.9,2,0,1,0
1,debt_consolidation,0.1411,684.58,11.8913071,13.1,692,5370.0,0,0.0,1,0,0,0
1,all_other,0.1146,197.75,12.3883942,3.64,722,3209.958333,58753,94.0,0,0,0,0
1,debt_consolidation,0.1426,686.12,11.1124479,11.23,687,2220.0,20833,84.7,2,0,0,0
1,debt_consolidation,0.1304,674.27,12.22342128,7.02,692,3720.0,61977,59.3,0,0,0,0
1,all_other,0.1669999999999999,701.16,10.858999,18.18,667,3000.041667,12532,57.0,2,0,0,0
0,debt_consolidation,0.1533,313.45,10.59663473,21.9,652,6180.0,13025,28.4,3,0,0,0
1,debt_consolidation,0.1166,247.9,11.00209984,19.22,687,4530.0,17745,92.4,1,0,0,0
1,debt_consolidation,0.1253,510.37,10.49404814,20.78,707,7740.041667,22376,47.9,1,1,0,0
1,debt_consolidation,0.1008,206.76,11.03488966,8.11,712,5549.958333,5815,49.3,2,0,1,0
1,home_improvement,0.1008,258.44,11.03488966,0.81,712,3660.0,3596,25.1,1,0,1,0
1,debt_consolidation,0.087,538.23,10.93131966,11.51,747,6240.041667,20380,48.1,2,0,0,0
1,major_purchase,0.1025,97.16,10.75790288,20.5,702,5130.0,8027,62.7,0,0,0,0
1,debt_consolidation,0.1189,159.19,11.00209984,15.32,697,4949.958333,52275,33.7,0,0,0,0
1,debt_consolidation,0.1071,192.35,10.51325312,16.24,697,4919.958333,3382,36.1,0,0,0,0
1,debt_consolidation,0.0976,482.32,12.07254125,3.17,742,2820.0,1436,3.1,0,0,0,0
1,all_other,0.0894,285.95,10.75790288,21.19,737,5820.0,10325,30.1,0,0,1,0
1,educational,0.1287,100.9,9.757305042,3.89,677,3150.041667,1366,85.4,1,0,0,0
1,all_other,0.1114,65.61,10.51867319,17.51,707,5250.0,22624,65.4,0,1,0,0
1,home_improvement,0.102,58.26,10.645424900000002,11.09,707,2519.958333,3628,26.1,2,0,0,0
1,all_other,0.1095,57.25,9.740968623,23.65,712,12629.95833,14385,25.6,3,0,0,0
1,debt_consolidation,0.08,109.68,10.30895266,2.24,747,1709.9583329999998,2298,18.5,3,0,0,0
1,debt_consolidation,0.1531,188.01,9.798127037,11.33,677,1710.0,3600,94.7,0,0,0,0
1,credit_card,0.1128,94.51,10.51325312,4.83,687,5220.0,5260,92.3,0,0,1,0
1,debt_consolidation,0.1322,676.02,11.19674789,20.31,707,7529.958333,67342,58.6,0,0,0,0
1,debt_consolidation,0.1183,238.57,11.15619338,23.33,707,5069.958333,31485,64.4,3,0,0,0
1,credit_card,0.1134,236.88,10.51867319,24.31,742,4710.0,6422,14.5,2,0,0,0
1,educational,0.1322,67.61,8.29404964,6.0,697,1140.0,598,54.4,2,0,0,0
1,home_improvement,0.1189,431.14,11.40756495,2.64,727,3540.0,6040,27.1,2,0,0,0
1,home_improvement,0.1565,279.89,11.00209984,16.72,717,2550.0,16951,99.7,0,0,0,0
1,all_other,0.1148,32.97,10.49127422,1.03,742,2220.0,2287,15.8,0,0,0,0
1,small_business,0.1821,90.65,10.91508846,12.07,667,2460.0,19336,79.6,0,0,0,0
1,debt_consolidation,0.1166,330.53,10.81174611,8.4,687,3300.0,11735,93.9,2,0,0,0
1,credit_card,0.1284,470.66,11.1123882,15.53,697,3750.041667,26208,78.5,0,0,0,0
1,all_other,0.1284,64.72,9.61580548,10.48,702,2321.958333,653,3.7,1,0,0,0
1,debt_consolidation,0.1411,164.3,10.50232405,14.67,672,1394.0,8038,51.5,0,0,0,0
0,major_purchase,0.1704,178.38,9.903487553,0.6,687,1590.0,539,2.4,8,1,0,0
1,major_purchase,0.0859,158.06,10.59663473,7.62,802,6809.958333,0,0.0,1,0,0,0
1,all_other,0.0751,311.1,11.45105006,5.96,802,4560.041667,202,1.3,2,0,0,0
0,all_other,0.1538,51.41,10.57544174,21.66,647,3509.958333,3975,81.1,4,0,0,0
0,credit_card,0.1312,337.52,11.08214255,25.0,697,3047.0,53670,57.3,0,0,0,0
1,debt_consolidation,0.0859,460.72,10.56617553,24.71,772,3990.0,10277,28.9,2,0,0,0
1,debt_consolidation,0.1284,336.18,10.59663473,19.44,727,4470.0,17944,57.5,0,0,0,0
1,debt_consolidation,0.1025,323.85,11.1124479,15.17,717,8610.041667,8180,49.6,1,0,0,0
1,all_other,0.1357,169.85,10.2181523,21.42,677,1890.0,8817,76.0,1,0,0,0
1,debt_consolidation,0.1136,378.48,10.30895266,22.68,702,1861.0,946,9.0,1,1,0,0
1,credit_card,0.16,377.95,10.49127422,21.93,667,1230.041667,15977,83.6,0,0,0,0
1,debt_consolidation,0.1322,270.41,10.858999,8.58,697,3750.041667,9017,39.6,1,0,0,0
1,debt_consolidation,0.1158,198.09,10.54534144,23.08,732,7050.041667,4397,86.4,0,0,0,0
1,small_business,0.1843,181.85,9.903487553,10.32,697,1545.0,3688,97.1,1,0,0,0
0,all_other,0.0832,220.39,10.1266311,2.21,732,2031.958333,1568,9.1,4,0,0,0
1,debt_consolidation,0.1392,682.74,11.35040654,11.55,697,5220.0,17250,78.3,2,1,0,0
1,credit_card,0.0894,413.03,10.86145751,18.99,747,3209.958333,14385,50.3,1,0,0,0
1,major_purchase,0.1218,266.4,9.510444964,1.24,747,2549.958333,707,35.3,0,0,0,0
1,home_improvement,0.143,411.89,11.184421400000002,20.87,662,3269.958333,12089,64.6,0,0,0,0
1,small_business,0.1531,478.71,10.20492459,15.53,737,1769.9583329999998,48,1.8,0,0,0,0
0,debt_consolidation,0.1379,153.34,10.98549609,18.83,667,5309.958333,10333,77.1,4,0,0,0
1,credit_card,0.1083,45.73,9.210340372,21.84,697,3630.0,5032,47.5,0,0,0,0
1,small_business,0.0945,192.06,11.00209984,13.16,732,4470.0,32421,55.0,0,0,0,0
1,major_purchase,0.1064,182.39,11.26446411,4.26,697,4140.958333,0,21.7,0,0,1,0
1,credit_card,0.1357,271.75,9.680344001,7.35,692,1514.0,4341,31.2,0,0,0,0
1,debt_consolidation,0.1474,207.23,11.35040654,15.02,667,5939.958333,36120,91.2,1,0,0,0
0,debt_consolidation,0.1393,273.15,10.20359214,11.02,652,2632.0,2359,57.5,0,2,0,0
1,debt_consolidation,0.1411,342.29,10.30895266,13.96,672,4620.0,12022,20.0,3,0,0,0
1,debt_consolidation,0.1136,822.78,11.81303006,20.51,727,7596.041667,43567,76.8,0,0,0,0
1,home_improvement,0.0945,128.04,11.48452599,13.16,732,2500.0,41248,5.3,3,0,0,0
1,all_other,0.1148,395.63,10.30895266,18.2,737,3000.0,434,3.3,1,1,0,0
1,major_purchase,0.1221,266.52,11.3736634,0.07,722,4949.958333,5,0.0,0,0,0,0
1,all_other,0.1114,262.43,11.35040654,17.39,727,3119.958333,19388,48.6,0,0,0,0
1,all_other,0.074,496.95,11.184421400000002,21.52,702,3210.0,18813,53.9,1,0,0,0
1,credit_card,0.1426,130.37,11.58988651,13.75,667,6240.0,8413,75.1,3,0,0,0
1,debt_consolidation,0.1287,504.5,11.52698615,14.07,702,5430.0,18213,55.5,0,1,0,0
0,debt_consolidation,0.1221,333.15,11.62621844,7.02,732,4830.0,12279,36.4,5,0,0,0
1,all_other,0.08,156.69,11.40756495,4.28,762,5010.0,14442,28.3,0,0,0,0
1,all_other,0.0788,375.37,12.20607265,3.02,767,5580.041667,54526,25.4,2,0,0,0
0,debt_consolidation,0.1166,247.9,11.05089001,17.5,682,3540.0,2535,19.1,6,0,0,0
0,home_improvement,0.1392,170.69,10.46310334,3.22,682,3990.0,412,41.2,4,0,0,0
0,all_other,0.1392,512.06,11.33857208,11.95,702,4649.958333,1635,4.6,5,0,0,0
1,all_other,0.1183,828.35,10.80900445,21.45,777,3662.0,1113,4.5,1,0,0,0
1,debt_consolidation,0.1218,199.8,11.26446411,19.88,702,3750.041667,9993,88.4,0,0,0,0
1,home_improvement,0.1347,508.84,11.17049149,18.84,682,7920.0,34645,61.0,0,0,0,0
1,all_other,0.1062,130.24,9.392661929,14.1,702,8010.0,3361,21.1,1,0,0,0
1,educational,0.1191,116.1,12.07254125,2.47,677,1770.0,23806,60.6,1,0,0,0
1,credit_card,0.1607,879.85,12.28303369,14.23,747,9150.0,59308,32.9,2,0,0,0
1,all_other,0.1189,497.46,11.20504069,4.05,782,2760.041667,552,2.9,1,0,0,0
1,all_other,0.0737,77.62,11.63509885,0.39,772,7260.0,2498,10.6,0,0,0,0
1,all_other,0.1158,528.22,12.61153775,7.6,697,4214.0,41491,60.9,0,0,0,0
1,debt_consolidation,0.1218,499.5,11.22524339,12.22,712,2849.958333,15191,83.0,1,0,0,0
0,major_purchase,0.1299,168.45,9.903487553,9.78,657,1949.041667,504,63.0,2,0,0,0
1,educational,0.1114,164.02,10.30895266,14.48,762,2940.0,135,1.8,0,0,0,0
1,credit_card,0.0788,225.22,11.11988288,19.47,727,5130.0,10861,57.5,1,0,0,0
1,debt_consolidation,0.1114,518.3,11.51292546,21.88,747,4620.0,29860,47.6,0,0,0,0
0,credit_card,0.1254,150.63,10.91508846,10.89,662,5760.0,20578,29.7,11,0,0,0
1,all_other,0.1183,231.94,11.08214255,23.39,712,2940.0,14425,41.9,1,0,0,0
0,small_business,0.0996,806.22,11.36210258,0.0,727,3150.041667,0,0.0,6,1,0,0
0,home_improvement,0.1347,488.49,11.54248427,8.63,687,3510.0,6023,20.9,4,0,0,0
0,debt_consolidation,0.145,175.55,10.71441777,26.4,697,3840.0,5132,41.4,2,0,0,0
0,all_other,0.1422,102.86,10.93310697,24.32,717,4230.041667,6725,98.9,5,0,0,0
1,home_improvement,0.1103,163.77,11.42566678,12.44,682,5700.0,7945,41.4,2,0,0,0
1,credit_card,0.0894,349.49,10.82774645,22.38,762,9539.041667,8694,54.0,4,0,0,0
0,credit_card,0.1411,470.65,11.56171563,13.97,687,4139.958333,17219,94.6,4,0,0,0
1,credit_card,0.1134,274.72,11.00209984,14.56,687,3419.958333,15629,66.2,0,0,1,0
1,all_other,0.1095,147.22,10.62132735,13.26,717,2190.0,3596,33.0,3,0,0,0
0,debt_consolidation,0.1628,99.71,11.00209984,4.22,622,479.0,2581,64.5,10,0,0,0
1,small_business,0.1059,398.69,11.00209984,17.12,747,14008.95833,17214,8.1,2,1,0,0
1,credit_card,0.092,318.93,12.01370075,0.33,732,3600.0,45,0.4,0,0,0,0
1,debt_consolidation,0.1253,535.46,10.74720759,21.7,727,13380.04167,15354,35.5,2,0,0,0
0,small_business,0.1979,370.57,11.90496755,11.58,662,722.0,3823,26.3,2,0,0,0
0,credit_card,0.1158,99.05,10.91508846,7.55,712,11310.0,2245,11.5,5,0,1,0
1,all_other,0.0894,362.2,10.66895539,24.78,752,3036.041667,6057,11.6,1,0,0,0
1,debt_consolidation,0.1096,245.4,10.51009597,7.16,697,3599.958333,27491,56.2,3,0,0,0
1,all_other,0.1322,338.01,11.00209984,18.02,692,4589.958333,11188,42.7,2,0,0,0
1,all_other,0.1218,333.0,10.77895629,10.68,707,5730.0,3486,51.3,2,0,0,0
1,all_other,0.1287,67.27,10.54534144,17.21,677,2580.0,2360,59.0,0,3,0,0
1,debt_consolidation,0.1442,515.74,11.22524339,3.22,682,3180.041667,15137,43.6,0,2,0,0
1,debt_consolidation,0.1126,295.77,11.35035948,7.45,742,5370.041667,8827,34.3,1,0,0,0
1,credit_card,0.0768,155.96,11.69524702,7.03,782,5707.0,2660,23.7,0,0,0,0
0,all_other,0.1538,174.26,10.77895629,15.65,652,4020.0,901,42.9,1,0,1,0
1,all_other,0.0788,187.69,10.74720759,10.3,777,4592.041667,1490,9.6,0,0,0,0
0,credit_card,0.1343,169.51,11.49272276,12.53,647,2849.958333,9568,97.1,1,0,3,0
1,debt_consolidation,0.1183,614.64,10.66895539,5.86,732,4649.958333,10133,25.6,2,0,0,0
1,all_other,0.1284,302.57,11.21182037,19.09,692,2789.958333,24401,88.4,0,0,0,0
1,all_other,0.0768,155.96,10.37349118,15.0,782,3485.0,695,8.2,0,0,0,0
1,home_improvement,0.0774,280.97,10.645424900000002,2.69,797,13111.0,5689,6.2,0,0,0,0
1,debt_consolidation,0.1134,394.8,10.54534144,8.72,687,4261.041667,11134,70.9,0,0,0,0
1,debt_consolidation,0.0832,204.65,10.59653473,5.43,742,2850.0,9830,19.0,5,0,0,0
1,all_other,0.1172,72.78,10.57821615,17.2,667,1410.0,4863,69.5,0,1,0,0
1,credit_card,0.1253,368.13,11.44035477,19.35,692,5449.0,32307,83.3,0,0,0,0
1,credit_card,0.0894,508.35,11.23843599,6.79,772,5009.958333,7254,15.4,1,0,0,0
0,all_other,0.1357,203.82,11.08214255,8.81,692,3900.0,54,3.6,5,3,0,0
1,debt_consolidation,0.1126,414.08,10.65735347,18.15,722,2674.041667,4297,39.8,0,0,0,0
1,all_other,0.1253,669.33,10.83958091,13.74,717,3752.0,7031,39.9,1,1,0,0
1,debt_consolidation,0.1322,473.21,10.91508846,9.19,697,2310.041667,8262,54.7,3,0,1,0
1,major_purchase,0.0907,229.2,10.96812932,9.35,742,9419.958333,3392,9.2,1,0,0,0
1,all_other,0.0774,312.19,10.49127422,22.37,782,5490.0,3052,5.2,0,0,0,0
1,all_other,0.0859,158.06,10.99406767,20.32,742,3990.0,6673,32.4,0,0,0,0
1,debt_consolidation,0.1322,212.95,10.30895266,5.28,772,11040.04167,14581,98.0,1,0,0,0
1,debt_consolidation,0.1253,811.56,11.5228758,14.3,737,4500.041667,33098,83.8,0,0,0,0
1,debt_consolidation,0.0963,320.95,11.22524339,13.79,737,3059.958333,21027,17.7,1,0,0,0
1,debt_consolidation,0.0774,124.88,10.4341158,15.6,772,5639.958333,866,2.4,1,0,0,0
1,home_improvement,0.08,125.35,11.15619338,8.78,757,2790.0,3008,8.7,0,0,0,0
1,credit_card,0.1039,584.12,12.23076526,12.27,712,5549.958333,77034,32.3,2,0,0,0
1,debt_consolidation,0.1183,497.01,11.19821472,19.25,727,7440.041667,48262,73.2,0,0,0,0
1,debt_consolidation,0.1253,669.33,11.40534025,18.72,712,2910.0,55770,62.0,0,0,0,0
1,educational,0.1183,410.87,11.94470788,17.38,717,7169.958333,452,8.4,1,0,0,0
0,debt_consolidation,0.1362,224.36,10.50232405,14.34,657,2549.0,11541,63.4,0,0,0,0
1,home_improvement,0.1114,393.65,11.35040654,6.58,752,5880.0,0,0.0,0,0,0,0
1,all_other,0.0859,158.06,9.798127037,7.33,752,3630.0,2494,40.2,1,0,0,0
1,all_other,0.0894,222.41,11.91428215,1.24,727,3810.0,1330,10.1,0,0,0,0
1,debt_consolidation,0.1311,371.2,10.40426284,14.58,687,1980.041667,5763,60.7,0,0,0,0
1,all_other,0.0932,127.79,10.91508846,12.0,752,2856.0,1112,2.7,1,0,0,0
1,debt_consolidation,0.1392,204.83,11.03488966,14.05,677,3479.958333,5810,85.4,1,0,0,0
1,home_improvement,0.1284,282.4,11.9381932,0.39,712,8159.958333,5714,28.4,3,0,0,0
1,credit_card,0.1426,686.12,11.15625052,13.68,687,4860.0,27561,80.8,1,0,0,0
1,educational,0.0743,124.31,10.59663473,3.45,772,1739.9583329999998,330,11.0,0,0,0,0
0,debt_consolidation,0.1375,170.29,9.903487553,0.6,642,1289.958333,77,11.0,18,1,0,0
1,debt_consolidation,0.1158,396.17,10.82972862,17.8,717,3329.958333,6908,51.9,1,0,0,0
1,all_other,0.1442,515.74,11.60823564,6.33,682,1890.0,6585,20.3,2,1,0,0
1,all_other,0.0932,47.93,10.81552927,18.2,722,3720.0,1498,6.7,1,0,0,0
0,credit_card,0.1312,40.51,11.07153262,3.77,642,4830.0,12331,78.0,3,0,0,0
1,small_business,0.1126,492.95,11.42954386,9.57,732,6090.0,13119,11.8,0,0,0,0
1,home_improvement,0.1442,550.13,11.36214909,4.35,687,6900.0,13171,25.3,3,1,0,0
1,all_other,0.1322,101.41,10.49127422,22.43,677,5369.958333,12905,81.2,1,0,1,0
1,home_improvement,0.1183,497.01,11.00209984,11.7,732,3721.041667,30697,55.9,0,0,0,0
0,all_other,0.16,351.58,11.01862914,8.79,702,5520.0,4715,38.3,8,0,0,0
1,credit_card,0.1039,243.38,11.41861479,10.64,707,3331.0,11336,31.9,2,1,0,0
1,debt_consolidation,0.1221,133.26,10.59663473,13.26,692,3630.0,6172,22.2,0,0,0,0
1,all_other,0.1114,459.25,12.03765399,4.76,662,3300.0,7044,61.8,1,0,0,0
1,debt_consolidation,0.1411,410.75,11.03817459,22.03,682,3150.0,4532,32.4,0,0,0,0
1,credit_card,0.0807,250.95,10.89673933,10.44,767,3449.041667,0,0.0,1,0,0,0
1,all_other,0.1253,836.66,11.81790703,0.02,797,7920.041667,74,0.1,3,0,0,0
1,credit_card,0.1347,441.0,11.28978191,21.11,687,3330.0,64411,87.8,2,0,0,0
1,debt_consolidation,0.1218,807.53,11.00209984,21.9,742,8617.041667,100842,34.4,1,0,0,0
1,debt_consolidation,0.1218,666.0,11.08214255,15.1,722,5760.0,9263,48.0,1,0,1,0
0,small_business,0.1501,346.71,10.34174248,23.34,667,2190.0,3283,63.1,7,0,0,0
1,credit_card,0.1316,362.19,10.91508846,12.09,702,2219.958333,20854,49.3,2,0,0,0
0,credit_card,0.1545,191.88,10.73639668,21.23,647,4140.0,6397,96.9,0,1,0,0
1,debt_consolidation,0.0863,316.28,11.40756495,5.91,732,5760.041667,18343,26.2,0,1,0,0
1,all_other,0.1316,216.13,10.93310697,12.45,692,3749.958333,3981,62.2,1,0,0,0
1,all_other,0.0963,96.29,10.95080655,8.21,727,6029.958333,2239,4.3,1,0,0,0
1,small_business,0.1442,330.08,11.33814341,11.46,702,1260.041667,4040,20.2,0,0,0,0
1,home_improvement,0.1148,799.49,11.86358234,1.27,777,5670.041667,7345,17.3,2,0,0,0
1,debt_consolidation,0.0894,285.95,10.71308355,16.72,737,3720.0,8654,24.6,0,0,0,0
1,debt_consolidation,0.1039,194.71,9.729134165,7.5,692,1920.0,4524,94.2,1,0,0,0
0,all_other,0.1387,255.86,12.01370075,20.95,672,6389.958333,14289,34.3,5,1,0,0
1,debt_consolidation,0.1316,709.18,11.64395373,15.02,702,8880.041667,18071,65.5,2,0,1,0
0,major_purchase,0.1347,220.5,10.57131693,17.69,727,1199.958333,0,0.0,5,0,0,0
1,educational,0.1304,134.86,10.40426284,12.8,667,8130.0,6793,31.4,3,2,0,0
1,major_purchase,0.1496,242.52,10.645424900000002,3.71,667,1920.0,1747,43.7,0,0,0,0
1,debt_consolidation,0.1218,133.2,9.903687533,7.32,692,8850.0,3156,26.7,0,1,0,0
1,debt_consolidation,0.1261,134.03,10.33851146,22.83,677,2432.0,2876,61.2,2,0,1,0
1,debt_consolidation,0.1531,174.08,11.35040654,9.06,662,5250.041667,9523,75.0,0,0,0,0
1,debt_consolidation,0.1316,506.56,10.59663473,13.14,712,1950.0,2897,33.3,1,0,0,0
1,debt_consolidation,0.1095,327.14,12.34583459,5.4,727,11910.0,10501,33.0,0,0,1,0
1,debt_consolidation,0.0714,154.7,11.28978191,6.57,752,6000.041667,8754,17.3,3,0,0,0
1,major_purchase,0.1411,328.6,11.40756495,12.72,667,5309.958333,11265,39.0,0,2,0,0
1,all_other,0.1392,682.74,11.35035948,12.61,707,6419.958333,197,0.5,2,0,0,0
1,all_other,0.08,175.49,10.69194491,0.95,797,6636.958333,2051,0.7,5,0,0,0
1,home_improvement,0.1114,820.13,11.51292546,5.95,732,6119.958333,31752,53.1,2,0,0,0
